Filename,Document,Topic,Document_Length
doc_AY2015_130_para_514_3646.txt,appropriate balance two must acknowledge incorporate crucial change modern battlefield component command control due emphasis conduct operation absence higher advancement information management technology allow collection dissemination big data via globally network operational nod remote leader commander connect subordinate organization like never future connectivity enable enhance situational awareness sa understand tactical condition battlefield strategic operational commander feel like literal realization cliché virtual reality better understand common operational picture ensue perception potentially cause senior leader interfere centrally control subordinate leader element thus prohibit effective use mission command paper theorize future leadership environment preclude full employment empower force within definition mission command instead leader need find middle grind ability centralize control capacity resource empower leader team future capability technology bring human dimension leadership highlight require doctrine train appropriate barrier enable mission command environment perceive godlike visibility operation,0,134
doc_AY2015_130_para_514_3648.txt,omnipresence instantaneous situational awareness technology allow distant commander virtually present mission senior leader pull bird eye view terrain zoom view key area senior leader provide enhance situational awareness threat push decision subordinate grind might otherwise limit fog friction satellite communication give subordinate mission leader perception commander present omnipotence posse unlimited power impend technology bring tactical situation remote leader capability virtual reality along assistance artificial intelligence enhance human ability commander project operational leader perceive omnipresence combine perceive omniscience lead commander believe omnipotent control human nature military unit reflect personality commander influence organization change emulate commander desire commander begin possessory transformation emphasize increase communication demand result junior leader require information activity subordinate order increase organizational situational awareness senior leader,0,117
doc_AY2015_130_para_514_3649.txt,fact crucial element strategic leadership jeopardy military buy strategic leader labor market except time strategic mobilization direct commission civilian worker general officer military make leader subordinate leader development endanger ironically due risk aversion strategic operational level stand unique point history conflict error tactical leadership fixture warfare preventable approach environment tactical leader must allow make error preventable profound shift necessary leader development must train creative think adaptability initiative empower subordinate leader,0,70
doc_AY2015_130_para_514_3650.txt,leader must refrain make immediate decision instead use tactical patience allow subordinate time react advancement hand experience adept synthesizer understand power affect outcome give scenario force proper education train use technological tool provide contextual example lead organization army train enable decentralization highlight train program exercise must compel unit operate degrade system degrade condition contact superior considerable period time practice mission command challenge take risk evaluate well achieve higher commander intend current future fiscal environment daunt average cost national train center joint readiness train center rotation estimate run million annual rotation per answer expensive train predicament use advance simulation simulation combine realistic train leader risk provide cost effective environment subordinate leader make mistake provide leader current future volatile uncertain complex ambiguous operational environment require expeditionary force well train train together force command regulation state transformation army army force generation arforgen train strategy approach new modular structure focus concept train ready prepare meet plug play readiness compatibility requirement plug play architecture another obstacle develop leader unit able implement mission command,12,168
doc_AY2015_133_para_517_3665.txt,report documentation page every past interwar period nation history drawdown force conflict termination however current interwar period fall time persistent global conflict domestically arm force challenge smaller budget foreign threat domestic political challenge combine create requirement properly execute personnel drawdown must able respond today threat prepare defeat tomorrow adversary army downsize active duty soldier key question remain army march towards number drawdown correctly right people leave stay post separation board analysis suggest population subset base commission source branch ethnicity etc,0,80
doc_AY2015_133_para_517_3666.txt,therefore order army remain ready architect current drawdown difficult task correctly perform environmental scan order attain right force mix current interwar period future force environmental scan subsequent action require senior leader balance triad force structure readiness paper focus merit first majority past interwar period military fully prepare next war result personnel force structure decision make previous interwar period therefore must ask government army currently go budget reduction force drawdowns current drawdown execute future mind solve problem today think time vital national interest get drawdown right fear today solution may become future problem could place nation national interest risk paper assert current drawdown process although perfect process since certain demographic susceptible separation overall suitable fair mean reduce force paper also assert army may break faith key segment officer answer call officership army need additional manpower fill officer corp commission officer candidate school ocs develop support thesis analyze board trend data strategic communication army senior leader include secretary army chief staff army scope paper limit junior officer iraqi freedom endure freedom time frame,19,171
doc_AY2015_133_para_517_3667.txt,kosovo sudan follow period army would set active duty soldier active endstrength would eventually fall low point active duty would constitute lowest troop level since world war compare current drawdown model secretary defense project drawdown estimate army draw achieve would create smallest army troop endstrength since another relevant fact as past drawdowns current drawdown matter call congressional bargain chip former chief staff army general gordon sullivan put way describe environment downsize tenure chief staff army force inactivate europe someone congressional district community feel heaviest impact downsize part main street america dislocation suffer soldier family minimal impact america social economic perhaps reason congress overwhelmingly pursue personnel reduction mean reduce cost oppose cost save could gain base alignment base closure general retire sullivan also draw another stark difference past drawdowns today drawdowns capability army past could cut without adversely affect force interwar drawdown period one capability reduce general retire sullivan tenure army chemical nuclear capability word army go chemical nuclear weapon business congressional research service point rapid poorly plan demobilization army force past deleterious impact morale terminate many aspire military career release significant number military personnel limit transition assistance decade congress steadily make program available depart service member ease transition back civilian life,19,201
doc_AY2015_136_para_520_3690.txt,education reform swiss arm force logistics professional lieutenant colonel michael nussli swiss arm force professor robert hume department command leadership management project adviser abstract education reform swiss arm force logistics professional author lieutenant colonel michael nussli pa professor robert hume page count word count key term professionalism lifelong learn common understand modern educational method swiss arm force logistics organization saflo diverse organization approximately civilian employee support logistic sustainment need swiss arm force saflo view good organization dynamic work environment diverse workforce need skilled professional commit learn make necessary reform update institutional education system furthermore current educational deficiency constrain saflos ability maximize potential learn organization important step build great organization paper offer argument saflo significantly improve effectiveness efficiency update education system review current saflo structure workforce demographic educational theory present highlight important key educational idea operational design methodology use recommend four line effort guide future saflo educational reform education reform swiss arm force logistics professional man know behave sensibly tailor take measurement anew time see rest go old measurement expect fit,5,170
doc_AY2015_140_para_524_3726.txt,report documentation page army leader soldier whether necessity understand implement mission command across battlefield iraq afghanistan throughout decisive action unify land operation ability execute operation lowest level find organizational culture trust risk acceptance command climate leadership prevalent battlefield see last thirteen plus year conflict seem somewhat lack transition peacetime focus army today develop culture trust within current condition reality peacetime operation serve significant challenge army army culture must change lead leader must overcome challenge order implement mission command level command include tactical operational strategic best prepare future army must transfer successful concept battlefield everyday operation institution enable mission command organizational culture trust colonel andrew scott mcclelland unite state army craig bullis department command leadership management project adviser abstract title enable mission command organizational culture trust key term risk climate army leadership peacetime army leader soldier whether necessity understand implement mission command across battlefield iraq afghanistan throughout decisive action unify land operation ability execute operation lowest level find organizational culture trust risk acceptance command climate leadership prevalent battlefield see last thirteen plus year conflict seem somewhat lack transition peacetime focus army today develop culture trust within current condition reality peacetime operation serve significant challenge army,0,194
doc_AY2015_140_para_524_3727.txt,mission command origin provide guidance direction personnel reasonable expectation understand guidance follow accomplish task new concept especially within rank military term mission command relatively new army doctrine command general train doctrine command general martin dempsey replace command control warfighting function mission command cap long evolution term use describe concept mission command one action may seem significant start discussion army need course steer away term command control warfighting function replace mission command incorporate art command science term control interpretation leader level command key discus later paper key part army transition mission command adaptation principle principle mission command implementation within organization however need look deeper military history evolution doctrine understand challenge exist implement concept especially peacetime environment upon examination see organizational culture trust serve significant friction point army whole struggle implement mission command two component underlie challenge successfully transition army conflict constrain peacetime army mission command evolution concept change incorporate change within army never easy consistent doctrine evolution mission command concept german influence army structure doctrine go back early root reform dodge commission introduce new general staff model combine arm education system model actual mission command concept specifically call mission command army doctrine go back army publish field service regulation fsr first true combine arm manual approve war manual contain verbiage link directly understand mission command today order trespass province subordinate,0,219
doc_AY2015_140_para_524_3728.txt,one principle create significant challenge overcome specifically peacetime operation unit train prepare combat team unit rigor train combat trust develop past thirteen year army see tremendous effect battlefield attributable leader soldier execute mission order accomplish assign task environment always clear unambiguous often time soldier leader understand commander intent take initiative achieve success great deal trust exist happen especially geographical separation see battlefield today economy force operation conduct commander ability present every operate base every operation place inherent amount trust leader soldier,0,81
doc_AY2015_140_para_524_3729.txt,gylippus clearly empower national leader act decisively take initiative understand overall mission commander case sparta intent national leader trust gylippus fill national interest preserve sparta power empower men material accomplish task leadership able gain trust confidence subordinate create unique dynamic success dynamic subordinate trust leadership show gylippus empower serve march syracuse within climate trust able accept risk mitigate innovative solution able create offensive opportunity victory rather prevent defeat auftragstaktik concept much army doctrine root early german prussian army doctrine describe popular war strategist theorist carl von clausewitz capture legendary work war concept mission command different trace root back german term auftragstaktik often translate mission command essentially denote decentralize term imply philosophy command encourage initiative leader level command leader exercise personal judgment within confine alignment commander intent imply existence inherent trust individual ability perform battlefield confuse situation often independently higher study auftragstaktik philosophy important step leader understand mission command able study teach concept incorporate culture create environment trust culture whether peacetime train successful leader officer commission officer incorporate part lifestyle view service profession learn philosophy live every day change embrace crucial part culture especially change require culture unfortunately many army leader interpret view auftragstaktik nothing face translation mission type order order give great latitude miss key aspect imply concept discipline initiative cohesive team mutual trust share understand accept prudent risk,0,219
doc_AY2015_146_para_530_3768.txt,entirely new cultural philosophy reward intelligent risk take demand tacit professionalism trust leader crucial strength mission command subordinate commander give latitude create opportunity exploit battlefield advantage consistent commander mission command focus subordinate empower act dynamic situation however military culture risk aversion may undermine desire senior commander underwrite combine operational experience study art science war lens military history enhance one understand complex strategic environment study military history foster development knowledge base intuitive judgment train mind purposefully reflect past encourage intellectual growth compel reader evaluate relevant aspect environment place time order make sense decision make strategic leader within narrative combat study institute ft leavenworth army center military example vast repository available military professional seek enhance intuitive judgment formation vicarious learn likewise historical narrative staff rid provide emergent leader opportunity explore outcome alternative decision without risk people property one career conclusion strategic leader frequently present complex ambiguous problem consequence capacity quickly make good decision highly value,0,153
doc_AY2015_150_para_534_3789.txt,force structure development lieutenant colonel michael exeli austria air force professor philip evans army war college project adviser abstract title force structure development author lieutenant colonel michael exeli austria air force pa professor philip evans key term austrian arm force force structure development european nation begin century still mark peace dividend well peacekeeping mission potential much complex military action remain however require comprehensive examination ability arm force perform critical task two common examination method compare force plan force plan force plan begin analysis security strategic situation drive skill thus profile force calculate resource requirement satisfy demand policy maker force plan take real budgetary situation start point determine maximum size portfolio force,10,111
doc_AY2015_152_para_536_3809.txt,report documentation page rhetoric heat debate future tout replacement several legacy fighter behind schedule currently lack many capability critic argue never match leap backwards ca capability advocate cite impressive generation capability eventually bring fight amidst war word emotion run high difficult wade ensemble point counterpoint discern productive path thus paper rather make tough choice forge effective defense strategy complex resource constrain rapidly change environment end explore series case business world department defense dod vignette reveal pattern behavior converge stifle critical think competitive landscape,1,83
doc_AY2015_152_para_536_3810.txt,tout replacement several legacy fighter behind schedule currently lack many capability critic argue never match leap backwards ca capability advocate cite impressive generation capability eventually bring amidst war word emotion run high difficult wade ensemble point counterpoint discern productive path thus paper rather make tough choice forge effective defense strategy complex resource constrain rapidly change environment end explore series case business world department defense dod vignette reveal pattern behavior converge stifle critical think strategy formulation competitive landscape ultimately weapon tactic business strategy much effect achieve also symbol strength source identity,1,90
doc_AY2015_155_para_539_3833.txt,jpg consist planner socpac marforpac usarpac jpg draft propose tjflcc mission key task role responsibility battle rhythm recommend establishment center facilitate organize present collaborative product option application land force pacom aor activity oaas designate force assist set theater enable synchronize execution land domain addition directive task tjflcc usarpac marforpac socpac organization follow tjflcc advise land force capability recommend land force mission set role responsibility efficient use provide recommendation oaas support theater campaign plan assist theater campaign plan plan recommend contingency operation,2,81
doc_AY2015_155_para_539_3834.txt,provide appropriate staff support monthly operation work group identify general purpose force support require support jfsocc uspacom directive task tjflcc component individually important signify dual responsibility component centric nature commit assist achieve commander uspacom land force unity effort however directive task usarpac execute clearly joint mission provide personnel authorization resource necessary accomplish joint mission direct service participate within resource constraint could create environment service participate constrain resource meet compete demand addition directive give tjflcc tactical control tacon pacific land force suggest joint pub jflcc normally delegate tacon service force jflcc staff must understand capability limitation u maintain consensus collaborative way ahead new team would achieve may memorandum understand mou mou sign commander usarpac marforpac socpac reiterate expand upon direct pacom task,2,121
doc_AY2015_155_para_539_3835.txt,device transmit contribute uspacom cop phase operation part discovery learn try establish land force cop usarpac action officer collaborate geographic combatant command gccs discover capability transmit land force cop mainly exist gccs utilize blue force tracker blue force tracker normally use phase zero operation minimally phase one operation realistic operation u usarpac leverage combine information data network exchange cidne widely recognize commercial cot solution combine global command control system army army populate uspacom joc cop commander command element response force oaas unit status report higher daily intelligence summary unite state central command uscentcom originally fund adopt cidne cidne centcom answer manage complexity wide operational report quality assurance quality control million record vet finalize operational intelligence report cidne originate source database nearly information formally present congress white house regard event afghanistan iraq army strategic tactical theater command control system key component army battle command system abc provide seamless link information data strategic global command control joint army corp element give common picture army tactical operation joint coalition community facilitate interoperability system army command,2,172
doc_AY2015_155_para_539_3836.txt,plan objective previous tjflcc service land force operate independent often overlap achieve pacom security cooperation lead service theater joint force land component commander security cooperation work group tjflcc scwg battle rhythm event addition accordance pacom directive tjflcc scwg meet twice year leverage exist pacom tsc battle rhythm event continuously collaborate usarpac scp leader describe objective tjflcc scwg endure automate mechanism synchronize pacific land force activity along year horizon order leverage opportunity harmonize component effort aor effort move le optimal system use random staff touch point activity month le collaborative approach fee pacom country security cooperation plan synchronize tjflcc product along year plan horizon move awareness near term coordination synchronization year leverage component enablers comparative tjflcc scwg realize immediate efficiency key senior leader engagement aor tjflcc scwg continue gain efficiency joint team begin coordinate aor exercise combine plan achieve synchronize land component approach strategy achieve pacom u set theater synchronize availability resource among land force station land force resource coordinate effort realize efficiency application land force gain share situational awareness equipment supply available potential contingency operation exercise reduce response reaction time transportation cost,2,182
doc_AY2015_155_para_539_3837.txt,next change focus change structure strategy people technology culture land service component result agree upon tjflcc mou follow refreezing step establish tjflcc part permanent organization publish pacom directive u addition unity effort command resource efficiency realize collaboration synchronization previously exist collaboration synchronization include u establish transmit theater land force cop via cidne uspacom joc theater land force cop provide capability track commander command element response force operate pacom aor theater land force cop fully integrate enable three domain contribute uspacom situational awareness u coordinate synchronize land force crisis plan tjflc operation work group allow present collaborative land force recommendation application land force command node response force time line tool operation sketch become standard provide land force option commander uspacom,2,119
doc_AY2015_156_para_540_3842.txt,refer concept rc math one year rc example joint qualification system provide fair yet unequal method obtain joint qualification rc system require six year minimum sixty six day duty perform see table joint qualification active duty officer would take two three year depend billet officer two compare overall ratio two three one even rough calculation demonstrate concept rc math use situation simply put one year rc equal one year active duty geography rc culture another element rc culture different arng ra geography usar presence state territory well thirty country around however significant number unit locate within civilian community though necessarily soldier live work soldier may may live work near military community additionally rc member require travel unit outside fifty mile radius live although many normal circumstance active component personnel negotiate type geographical challenge,-1,133
doc_AY2015_158_para_542_3853.txt,moreover establish distinct collocation unit typical aew make good start point designate distribute control element cfacc could also align multiple aews base region single atf similar general kenney air task force direct multiple group operate several regional example island okinawa single atf commander would span control require command control air force base naha airport marine corp air station futenma kadena air base distribute control operation three airfield within mile enable single commander direct plan manage execution either communication interaction establish type atf would require additional command echelon aew largest command control capacity could force package support mission set every atf would look alike ideally composition would base atf assign mission set execute distribute control protocol however air force base right well airfield capacity may drive suboptimal atf composition partner nation may allow coalition fly specific mission set host nation airfield refuel airborne intelligence surveillance reconnaissance,2,145
doc_AY2015_165_para_549_3909.txt,report documentation page face volatile uncertain complex ambiguous strategic environment unite state army ever face couple fact basic combat train remain virtually unchanged past year regardless ever change characteristic warfare increase quality potential army recruit unite state army need drastically change way train inculcate transform civilian soldier order meet strategic requirement requirement include firm grasp culture army value global awareness physical fitness resiliency ability understand strategic implication individual soldier action today battlefield recommendation include dramatically increase number train hour dedicate army value culture history tradition military custom courtesy incorporate millennial friendly learn technique institute online train introductory subject remove consequence task saturation increase length basic train mandate basic trainee meet army physical fitness standard prior graduate bct basic train basic combat train global response train inculcate prepare soldier challenge colonel john randall allen unite state army janeen klinger department national security strategy project adviser abstract key term basic train basic combat train face volatile uncertain complex ambiguous strategic environment unite state army ever face couple fact basic combat train remain virtually unchanged past year regardless ever change characteristic warfare increase quality potential army recruit unite state army need drastically change way train inculcate transform civilian soldier order meet strategic requirement requirement include firm grasp culture army value global awareness physical fitness resiliency ability understand strategic implication individual soldier action today battlefield,12,221
doc_AY2015_165_para_549_3911.txt,remain virtually constant past year selection task train fact three mobilization war train soldier receive bct marginally enough meet need operational additionally little empirical data research conduct basic train since second world war quite frankly real research undertake effectiveness basic train selection history basic train valley forge experience baron von steuben former prussian military officer speak english set train continental army valley forge multiple challenge obvious language barrier follow fact continental army exist train manual doctrine troop uniformly supply weapon equipment continental army require much way quality recruit soldier american revolution continental soldier merely need walk talk see baron von steuben know unable personally train entire army capable either introduce employ three month train model accustom prussia accord von steuben prussian soldier century receive three month dedicate train prior become mere term recruit use von steuben easily translate apprentice one receive requisite amount train yet lack experience refinement able body men across winter encampment personally drill train men master von steuben standard embed newly train cadre refer apostle within unit spread across valley forge order train soldier constitute continental army dismal merely two month produce continental army dismal merely two month produce soldier would immediately face determine enemy upon completion train von steuben produce adequate soldier within two week personally drill recruit like child learn drill twice day take musket show men manual exercise wish exercise march together know bear arm military air know march form column deploy execute little maneuver excellent accord baron von steuben men well dress arm clean good order general appearance quite von steuben personal description america first bct graduate class meet seven nine desire outcome today bct graduate class encompass aspect unite state army soldier read american soldier,12,283
doc_AY2015_165_para_549_3912.txt,usa neither position could afford wait two year individual soldier war department general order number date state regiment would utilize entire year train prepare however issue individual train specifically address general order one must assume basic train soldier capture within month period usa major gordon army war college paper war department propose usa adopt week bct program order effectively efficiently produce major gordon proposal advocate week dedicate train conduct six day week progressive pattern train devoid unnecessary administrative action task saturation second world war war department establish live organization call general headquarter ghq order manage oversee administer regulate bct million men would ghq propose week bct model individual soldier like first world war year establishment regiment mobilization world war usa become overwhelm requirement train soldier importantly meet need operational army demand soldier derive war department mobilization train program mtp mtps conceptualize man train entire regiment grind rather conduct basic train individual soldier concept call regular army officer sergeant serve trainer basic trainee transition former trainee regimental leadership basic train complete prior newly form regiment progression collective tactical train model utilize initial mobilization world war eventually discontinue concept could support sheer volume soldier regiment mobilize individual bct train know today result war department second world war mtps consume concept simultaneously man train entire regiment grind originally develop employ individual replacement center irc active duty unit eventually transform know today basic combat train,12,231
doc_AY2015_165_para_549_3914.txt,complete basic tactical combatives hand hand combat train prescribe appropriate tsp qualify hand grenade include grenade assault course throw live hand grenade complete protective mask confidence exercise gas chamber accordance appropriate tsp complete four foot march prescribe appropriate tsp complete combat lifesaver cl train first aid train demonstrate proficiency individual warrior task battle drill wtbd field environment prescribe appropriate hour train conduct bct subdivide three phase train break three block train refer red phase white phase blue phase red phase week arguable important phase train set condition foundation remainder basic trainee transformation civilian soldier phase design immerse trainee army core value tradition warrior ethos ethic build individual collective confidence teamwork discipline introduce initiate individual resilience skill army physical readiness train program establish development basic combat white phase week primarily focus army rifle marksmanship program culminate soldier complete grade qualification test live ammunition white phase also reinforce army value warrior ethos army tradition increase intensity trainee morning physical readiness train session,12,160
doc_AY2015_165_para_549_3915.txt,reduce effect task saturation experience throughout train day week bct experience provide tradoc flexibility within bct poi order modify incorporate train innovation new task base upon change within operational strategic environment tradoc would burden severely constrain cut shift train hour order maintain current week poi every time modification change require reduce train day two additional week train modification could gradually incorporate resourced without major disruption enable tradoc properly align phase train focus proportionately red phase would increase continue focus soldierization pride history value tradition military custom courtesy etc esprit de corp teamwork basic skill white phase would remain retain marksmanship focus blue phase would increase focus tactic wtbds proficiency test,16,110
doc_AY2015_168_para_552_3939.txt,already vulnerable advance air defense system use nation air force twenty bomber inventory cost roughly billion per cost procurement problematic operate cost also draw attention approximately cost per flight hour air force expensive plane fly even expensive otherwise know air force one comparatively le capable le expensive much older counterpart lancer bomber come per flight hour fly mission iraq afghanistan example even apropos air force develop next generation strike bomber replace bomber posse technology plan purchase control cost secretary gate cap price million per call contract however addiction exquisite hedge shin air force consider contract next generation bomber mean cost bomber could far exceed fix price gate intend,1,108
doc_AY2015_169_para_553_3946.txt,headquarter project forward forecast future location next main headquarter begin plan process albeit sometimes movie discussion one hear mention abbreviation tac tac get confuse toc tactical operation center tac cp use u army tactical command post tac british command post communication package mount protect vehicle accompany commander visit subordinate unit limit mean communication useful short period commander often bring artillery engineer commander staff officer plan chief staff never leave command post commander last command post logistics group brigade hq base support group rear hq command post handle operation support effort brigade like command post rear tent set shelter vehicle staff watch keeper supervisor warehouse operation stock engineer conclude british brigade brigade command post use manage crisis would entrust command level higher,2,121
doc_AY2015_169_para_553_3947.txt,smaller command post must specific mission cover arrc western military command see world le predictable cold war new threat like cyber asymmetric warfare push command seek concept make place command better prepare face new challenge classic response set alternative command post solution corp leadership deem expensive control military political world doubt politician put limit military effort like maximum number troop theater operation mention imply restriction interface political decision often slow come frequently must implement quickly command responsive agile lead fast effective reason arrc conclude new concept must include agility flexibility responsiveness resiliency command also use principle back arrc deploy portion command theater form command post additional staff resource available garrison use support mission matter distance,0,115
doc_AY2015_169_para_553_3950.txt,joc also house jasic jpc joc also provide space command group area tactical command post chief staff main integrator action staff main command post delegate commander authority supervision staff staff report chief staff chief staff direct control train staff ensure advice staff present organize commander discipline input chief staff key advisor command general ensure transmission share important information insight necessary chief staff directly supervise head subsidiary group jasic jpc primary staff officer head g staff main control etc advisor liaison officer place personal supervision primary staff officer chief staff usually find main command tactical headquarter cjiatf hq commander tactical command post give ability maintain control situation control effectively move point within area operation commander deputy commander longer tie fix command post limitation,2,122
doc_AY2015_169_para_553_3951.txt,cjiatf hq responsibility bm primarily future plan operation airspace coordination center air airspace electromagnetic spectrum em common operate picture cjiatf hq common operate picture cop responsibility joc include maintenance data management fee presentation final product responsible maintain general rule use cop configuration cjiatf responsible manage specific information develop maintain cop cjiatf hq use follow product trace overlay movement vehicle whether enemy friendly neutral graphic representation situation paper map operation log digital chat log incident accident report order inbound command command prepare strength current canadian system flexibility interoperability commander free change balance command control cut command post procedure flexibility essential future asymmetric conflict unforeseen threat rule exception seem cold war fact canadian continue work context abca ensure future force always compatible important ally abca army program prepare document call publication number abca star headquarter handbook likely release nato nation moment abca release copy italy still draft form could useful italian research field insight provide,2,153
doc_AY2015_170_para_554_3957.txt,create readiness friction within army personnel management system commander use different train framework synchronize integrate across army joint force provider allow stakeholder share common picture collaboratively mitigate force availability occur soldier organization human resource command hrc provide commander soldier across army achieve deployment korea requirement far exceed capacity army personnel community accommodate rotate force scenario reveal army could sustain trend time without impact remainder operate generate force army face readiness crisis rotation especially era austerity conversely army decide much readiness need afford army could balance demand force provider safeguard unnecessarily generate example support fourth recommendation reveal army decide personnel readiness level specify percentage fill guideline number soldier commander minimally require conduct train combat train center minimize impact unit rotation operational unit generate force guideline construct view increase soldier army unit view context global demand army force medical determination reveal three issue inflexible policy change environment reduce force structure support unify action personnel level readiness compete demand trend continue possible operate strength dip even sound personnel management practice army could force ready,6,171
doc_AY2015_170_para_554_3958.txt,instance operational unit achieve level readiness without degrade operational unit dip generate force furthermore compete demand source position trust generate force recruiter drill sergeant rotc support leader development strategy call build soldier intellectual seed operate force therefore brigade level commander remain cognizant resist temptation achieve primarily train exercise create artificial demand higher readiness level overall army senior leader decide prioritize much readiness unit hrc could provide soldier need train three month prior deployment practice departure commander active involvement resolve soldier daily readiness directly link unit administrative efficiency detect report readiness issue hrc ability resource unit alert deployment without unit continue administrative efficiency standardize train cycle likely operate strength dip army may ready support ccdrs paper show army operational force challenge numerous process system determine soldier availability train subsequently deploy effort prepare army meet role provide train ready soldier support national military strategy army focus refine medical report personnel accountability system involve commander determine soldier availability,12,155
doc_AY2015_177_para_561_3994.txt,inculcate adaptability institutionalize mission command within pakistan army brigadier muhammad waseem ashraf raja pakistan army professor edward filiberti department command leadership management project adviser abstract title inculcate adaptability institutionalize mission command within pakistan army author brigadier muhammad waseem ashraf raja pa professor edward filiberti page count word count key term external threat cold start doctrine force disorder leadership development adaptive education system unclassified south asia strategic operational environment pose two existential threat pakistan pakistan face internal unconventional terrorist threat simultaneously dangerous external conventional nuclear threat india pakistan operational context threat require implementation expert application term mission command mc paper examine change character war as global south asia regional environment examine context pakistan internal terrorist threat external conventional threat india evaluate concept mc applicability within pakistan military paper conclude recommendation facilitate adoption mc include pakistan army functional brigade combat team would help improve cohesiveness combat adaptability implementation enable integrate train educational approach across school adoption comprehensive competency level leader education development inculcate adaptability institutionalize mission command within pakistan army military routinely train equip prepare fight last inherent human nature see future lens past proclivity may prove disastrous character war change dramatically order avoid consequence associate adopt definitive doctrine optimize previous conflict unite state u military begin process change early inculcate adaptability doctrine leader development education system,0,215
doc_AY2015_177_para_561_3997.txt,section examine compatibility implement mission command within pakistan military organizational construct current doctrinal framework train education program professional compatibility pakistan military organization part colonization british implement regimental organizational system within indian army eventually transfer pakistan army follow partition regimental organizational framework resonate india pakistan exploit many aspect two country culture army regimental organizational structure combat maneuver unit capitalize pakistan society baradari framework emphasize village caste loyalty regimental system promote strong social identity regiment foster motivation boldness confidence reinforce commitment member organization mission appoint leader however time baradari system promote dependency community elder result inherent central control embed many social norm may promote attribute essential implement mission command attribute include innovation exercise initiative creative think focus situation awareness continuously scan environment disconfirming information thus regimental culture time influence leader adaptive reactive rather currently pakistan army organizational framework provide affiliation functionally pure brigade organization infantry armor artillery logistics engineer signal etc combat operation unit usually task organize maneuver infantry armor brigade headquarter support,0,161
doc_AY2015_178_para_562_3999.txt,report documentation page lack synchronization lethal bomb missile military information support operation miso offensive cyberspace operation oco common complaint among combatant commander ccdrs since gulf war joint force attempt use target process achieve synchronization little improvement surface appear sufficient commonality force form engagement target methodology paper examine history attempt synchronization reason failure paper argue use joint target process integrate miso oco ccdr operation activity action oaa constrain option limit fundamental imaginative nature operation author recommend miso oco practitioner divorce constraint joint target process reject view capability fire activity operation ccdrs must treat miso oco achieve true potential,15,97
doc_AY2015_178_para_562_4005.txt,however joint target process simple jp joint target manual define joint target cycle part joint target process six phase end state commander objective target development prioritization capability analysis commander decision force assignment mission plan force execution phase overlap army methodology joint target cycle cognitive process conduct single headquarter subordinate joint target process require involvement joint staff multiple intelligence agency joint force headquarter often air force target center cruise missile support activity maintain unity effort many organization require process directive overlay miso oco onto already complicate joint target process add unnecessary complexity target automation provide add value target community share intelligence database know modern integrate database midb database allow multiple agency organize information agreement name location function,2,116
